ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family
wipi-ume,Wipi (Ume Dialect),umee1243,,gdr,,,,
wipi-wipim,Wipi (Wipim Dialect),wipi1243,,gdr,,,,
wipi-wonie,Wipi (Wonie Dialect),woni1239,,gdr,,,,
wipi-yuta,Wipi (Yuta Dialect),yuta1239,,gdr,,,,
wipi-zim,Wipi (Zim Dialect),wipi1242,,gdr,,,,
wiru,Wiru,wiru1244,,wiu,,,,
wiyaw,Haruai (Wiyaw Dialect),haru1245,,tmd,,,,
wogamusin,Wogamusin,woga1249,,wog,,,,
woi,Woi,woii1237,,wbw,,,,
wolani,Wolani,wola1243,,wod,,,,
wolani-upper-mbijandoga,Wolani (Upper Mbijandoga Dialect),wola1243,,wod,,,,
worin,Yau (Worin Dialect),yaum1237,,yuw,,,,
wutung,Wutung,wutu1244,,wut,,,,
yaben,Yaben,yabe1255,,ybm,,,,
yabong,Yabong,yabo1240,,ybo,,,,
yagaria,Yagaria,yaga1260,,ygr,,,,
yagaria-hira,Yagaria (Hira Dialect),hira1246,,ygr,,,,
yagwoia,Yagwoia,yagw1240,,ygw,,,,
yahadian,Yahadian,yaha1248,,ner,,,,
yahang,Yahang,yaha1247,,rhp,,,,
yale-korsarek,"Yale, Korsarek",kosa1249,,kkl,,,,
yali-angguruk,"Yali, Angguruk",angg1239,,yli,,,,
yali-pass-valley,"Yali, Pass Valley",pass1247,,yac,,,,
yangulam,Yangulam,yang1298,,ynl,,,,
yangum-mon,Yangum Mon,yang1296,,ymo,,,,
yaqay,Yaqay,yaqa1246,,jaq,,,,
yaqay-kogo,Yaqay (Kogo Dialect),yaqa1246,,jaq,,,,
yaqay-kotup,Yaqay (Kotup Dialect),yaqa1246,,jaq,,,,
yaqay-rayam,Yaqay (Rayam Dialect),yaqa1246,,jaq,,,,
yaqay-wairu,Yaqay (Wairu Dialect),yaqa1246,,jaq,,,,
yaqay-wanggate,Yaqay (Wanggate Dialect),yaqa1246,,jaq,,,,
yarawata,Yarawata,yara1250,,yrw,,,,
yau,Yau,yaus1235,,yyu,,,,
yaur,Yaur,yaur1239,,jau,,,,
yawa,Yawa,nucl1454,,yva,,,,
yawan,Yau (Yawan Dialect),yaum1237,,yuw,,,,
yaweyuha,Yaweyuha,yawe1241,,yby,,,,
yawiyo-wosawari,Yawiyo (Wosawari Dialect),yawi1238,,ybx,,,,
yega,Yegha (Yega Dialect),kora1294,,kpr,,,,
yei,Yei,yeii1239,,jei,,,,
yekora,Yekora,yeko1240,,ykr,,,,
yelmek,Yelmek,yelm1242,,jel,,,,
yenimu,"Awyu, South (Yenimu Dialect)",sout2941,,aws,,,,
yeresiam,Yeresiam,ires1239,,ire,,,,
yeretuar,Yeretuar,yere1243,,gop,,,,
yessan-mayo,Yessan-Mayo,yess1239,,yss,,,,
yessan-mayo-warasai,Yessan-Mayo (Warasai Dialect),yess1239,,yss,,,,
yetfa,Yetfa,yetf1238,,yet,,,,
yil,Yil,yill1241,,yll,,,,
yimas,Yimas,yima1243,,yee,,,,
yis,Yis,yiss1240,,yis,,,,
yoidik,Yoidik,yoid1240,,ydk,,,,
yoke,Yoke,yoke1238,,yki,,,,
yongkom,Yongkom,yong1280,,yon,,,,
yopno-kewieng,Yopno (Kewieng Dialect),kewi1240,,yut,,,,
yopno-nokopo,Yopno (Nokopo Dialect),noko1240,,yut,,,,
zia,Zia,ziaa1250,,zia,,,,
zia-mawai,Zia (Mawai Dialect),mawa1265,,zia,,,,
zimakani,Zimakani,zima1244,,zik,,,,
zimakani-begua,Zimakani (Begua Dialect),bagw1238,,zik,,,,
zimakani-south-boazi,Zimakani (South Boazi Dialect),zima1244,,zik,,,,
zorop,Zorop,yafi1240,,wfg,,,,
